Date,Actuals,Predicted,Predicted_Lower,Predicted_Upper,Frequency,Business,Type,Profit_Center,Region,SoldTo,External_Variable,External_Variable_Source,Model_Name
8/31/18,75560,75560,75560,75560,Monthly,Residential,POS,Retail,US,All,Real GDP,Goldman Sachs,US Residential Retail POS Units
9/30/18,83515,83515,83515,83515,Monthly,Residential,POS,Retail,US,All,Real GDP,Goldman Sachs,US Residential Retail POS Units
10/31/18,100005,100005,100005,100005,Monthly,Residential,POS,Retail,US,All,Real GDP,Goldman Sachs,US Residential Retail POS Units
11/30/18,91870,91870,91870,91870,Monthly,Residential,POS,Retail,US,All,Real GDP,Goldman Sachs,US Residential Retail POS Units
12/31/18,76926,76926,76926,76926,Monthly,Residential,POS,Retail,US,All,Real GDP,Goldman Sachs,US Residential Retail POS Units
1/31/19,88145,88145,88145,88145,Monthly,Residential,POS,Retail,US,All,Real GDP,Goldman Sachs,US Residential Retail POS Units
2/28/19,72071,72071,72071,72071,Monthly,Residential,POS,Retail,US,All,Real GDP,Goldman Sachs,US Residential Retail POS Units
3/31/19,75675,75675,75675,75675,Monthly,Residential,POS,Retail,US,All,Real GDP,Goldman Sachs,US Residential Retail POS Units
4/30/19,92553,92553,92553,92553,Monthly,Residential,POS,Retail,US,All,Real GDP,Goldman Sachs,US Residential Retail POS Units
5/31/19,75034,75034,75034,75034,Monthly,Residential,POS,Retail,US,All,Real GDP,Goldman Sachs,US Residential Retail POS Units
6/30/19,76492,76492,76492,76492,Monthly,Residential,POS,Retail,US,All,Real GDP,Goldman Sachs,US Residential Retail POS Units
7/31/19,102323,102323,102323,102323,Monthly,Residential,POS,Retail,US,All,Real GDP,Goldman Sachs,US Residential Retail POS Units
8/31/19,83479,83479,83479,83479,Monthly,Residential,POS,Retail,US,All,Real GDP,Goldman Sachs,US Residential Retail POS Units
9/30/19,77843,77843,77843,77843,Monthly,Residential,POS,Retail,US,All,Real GDP,Goldman Sachs,US Residential Retail POS Units
10/31/19,101031,101031,101031,101031,Monthly,Residential,POS,Retail,US,All,Real GDP,Goldman Sachs,US Residential Retail POS Units
11/30/19,93781,93781,93781,93781,Monthly,Residential,POS,Retail,US,All,Real GDP,Goldman Sachs,US Residential Retail POS Units
12/31/19,80630,80630,80630,80630,Monthly,Residential,POS,Retail,US,All,Real GDP,Goldman Sachs,US Residential Retail POS Units
1/31/20,85746,85746,85746,85746,Monthly,Residential,POS,Retail,US,All,Real GDP,Goldman Sachs,US Residential Retail POS Units
2/29/20,63730,63730,63730,63730,Monthly,Residential,POS,Retail,US,All,Real GDP,Goldman Sachs,US Residential Retail POS Units
3/31/20,65386,65386,65386,65386,Monthly,Residential,POS,Retail,US,All,Real GDP,Goldman Sachs,US Residential Retail POS Units
4/30/20,,77155.78268,71394.02499,82917.54037,Monthly,Residential,POS,Retail,US,All,Real GDP,Goldman Sachs,US Residential Retail POS Units
5/31/20,,56386.52071,48238.16484,64534.87658,Monthly,Residential,POS,Retail,US,All,Real GDP,Goldman Sachs,US Residential Retail POS Units
6/30/20,,59672.39712,49692.74006,69652.05418,Monthly,Residential,POS,Retail,US,All,Real GDP,Goldman Sachs,US Residential Retail POS Units
7/31/20,,73741.64214,62218.12676,85265.15753,Monthly,Residential,POS,Retail,US,All,Real GDP,Goldman Sachs,US Residential Retail POS Units
8/31/20,,62314.30881,49430.62694,75197.99068,Monthly,Residential,POS,Retail,US,All,Real GDP,Goldman Sachs,US Residential Retail POS Units
9/30/20,,64008.58962,49895.22325,78121.95598,Monthly,Residential,POS,Retail,US,All,Real GDP,Goldman Sachs,US Residential Retail POS Units
10/31/20,,85324.46258,70080.28461,100568.6405,Monthly,Residential,POS,Retail,US,All,Real GDP,Goldman Sachs,US Residential Retail POS Units
11/30/20,,90395.92168,74099.20994,106692.6334,Monthly,Residential,POS,Retail,US,All,Real GDP,Goldman Sachs,US Residential Retail POS Units
12/31/20,,74941.85507,57656.582,92227.12815,Monthly,Residential,POS,Retail,US,All,Real GDP,Goldman Sachs,US Residential Retail POS Units
1/31/17,93566,93566,93566,93566,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
2/28/17,72827,72827,72827,72827,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
3/31/17,72739,72739,72739,72739,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
4/30/17,88084,88084,88084,88084,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
5/31/17,70964,70964,70964,70964,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
6/30/17,71944,71944,71944,71944,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
7/31/17,92300,92300,92300,92300,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
8/31/17,71424,71424,71424,71424,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
9/30/17,75292,75292,75292,75292,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
10/31/17,100735,100735,100735,100735,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
11/30/17,93614,93614,93614,93614,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
12/31/17,85298,85298,85298,85298,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
1/31/18,99909,99909,99909,99909,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
2/28/18,78112,78112,78112,78112,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
3/31/18,76399,76399,76399,76399,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
4/30/18,92052,92052,92052,92052,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
5/31/18,77833,77833,77833,77833,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
6/30/18,73679,73679,73679,73679,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
7/31/18,95866,95866,95866,95866,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
8/31/18,75560,75560,75560,75560,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
9/30/18,83515,83515,83515,83515,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
10/31/18,100005,100005,100005,100005,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
11/30/18,91870,91870,91870,91870,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
12/31/18,76926,76926,76926,76926,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
1/31/19,88145,88145,88145,88145,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
2/28/19,72071,72071,72071,72071,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
3/31/19,75675,75675,75675,75675,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
4/30/19,92553,92553,92553,92553,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
5/31/19,75034,75034,75034,75034,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
6/30/19,76492,76492,76492,76492,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
7/31/19,102323,102323,102323,102323,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
8/31/19,83479,83479,83479,83479,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
9/30/19,77843,77843,77843,77843,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
10/31/19,101031,101031,101031,101031,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
11/30/19,93781,93781,93781,93781,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
12/31/19,80630,80630,80630,80630,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
1/31/20,85746,85746,85746,85746,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
2/29/20,63730,63730,63730,63730,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
3/31/20,65386,65386,65386,65386,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
4/30/20,,79158.94693,73398.11224,84919.78163,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
5/31/20,,58230.22481,50083.17425,66377.27537,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
6/30/20,,61653.29628,51675.23789,71631.35466,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
7/31/20,,75798.8819,64277.2125,87320.55129,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
8/31/20,,64186.5622,51304.94421,77068.18019,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
9/30/20,,66047.20019,51936.09469,80158.30569,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
10/31/20,,87669.41294,72427.67699,102911.1489,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
11/30/20,,92468.30952,76174.2084,108762.4106,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
12/31/20,,77113.01445,59830.51036,94395.51854,Monthly,Residential,POS,Retail,US,All,Real GDP,Deutche Bank,US Residential Retail POS Units
1/31/17,93566,93566,93566,93566,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
2/28/17,72827,72827,72827,72827,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
3/31/17,72739,72739,72739,72739,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
4/30/17,88084,88084,88084,88084,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
5/31/17,70964,70964,70964,70964,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
6/30/17,71944,71944,71944,71944,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
7/31/17,92300,92300,92300,92300,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
8/31/17,71424,71424,71424,71424,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
9/30/17,75292,75292,75292,75292,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
10/31/17,100735,100735,100735,100735,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
11/30/17,93614,93614,93614,93614,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
12/31/17,85298,85298,85298,85298,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
1/31/18,99909,99909,99909,99909,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
2/28/18,78112,78112,78112,78112,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
3/31/18,76399,76399,76399,76399,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
4/30/18,92052,92052,92052,92052,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
5/31/18,77833,77833,77833,77833,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
6/30/18,73679,73679,73679,73679,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
7/31/18,95866,95866,95866,95866,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
8/31/18,75560,75560,75560,75560,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
9/30/18,83515,83515,83515,83515,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
10/31/18,100005,100005,100005,100005,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
11/30/18,91870,91870,91870,91870,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
12/31/18,76926,76926,76926,76926,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
1/31/19,88145,88145,88145,88145,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
2/28/19,72071,72071,72071,72071,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
3/31/19,75675,75675,75675,75675,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
4/30/19,92553,92553,92553,92553,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
5/31/19,75034,75034,75034,75034,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
6/30/19,76492,76492,76492,76492,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
7/31/19,102323,102323,102323,102323,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
8/31/19,83479,83479,83479,83479,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
9/30/19,77843,77843,77843,77843,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
10/31/19,101031,101031,101031,101031,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
11/30/19,93781,93781,93781,93781,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
12/31/19,80630,80630,80630,80630,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
1/31/20,85746,85746,85746,85746,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
2/29/20,63730,63730,63730,63730,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
3/31/20,65386,65386,65386,65386,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
4/30/20,,77180.51412,71419.18199,82941.84625,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
5/31/20,,56283.72556,48135.97153,64431.47959,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
6/30/20,,59837.80928,49858.88932,69816.72924,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
7/31/20,,74138.87757,62616.21332,85661.54182,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
8/31/20,,62662.33601,49779.60574,75545.06629,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
9/30/20,,64271.56088,50159.23693,78383.88483,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
10/31/20,,86664.77805,71421.72602,101907.8301,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
11/30/20,,91428.88868,75133.38062,107724.3967,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
12/31/20,,76048.05467,58764.05829,93332.05105,Monthly,Residential,POS,Retail,US,All,Real GDP,Morgan Stanley,US Residential Retail POS Units
1/31/17,93566,93566,93566,93566,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
2/28/17,72827,72827,72827,72827,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
3/31/17,72739,72739,72739,72739,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
4/30/17,88084,88084,88084,88084,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
5/31/17,70964,70964,70964,70964,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
6/30/17,71944,71944,71944,71944,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
7/31/17,92300,92300,92300,92300,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
8/31/17,71424,71424,71424,71424,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
9/30/17,75292,75292,75292,75292,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
10/31/17,100735,100735,100735,100735,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
11/30/17,93614,93614,93614,93614,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
12/31/17,85298,85298,85298,85298,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
1/31/18,99909,99909,99909,99909,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
2/28/18,78112,78112,78112,78112,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
3/31/18,76399,76399,76399,76399,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
4/30/18,92052,92052,92052,92052,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
5/31/18,77833,77833,77833,77833,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
6/30/18,73679,73679,73679,73679,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
7/31/18,95866,95866,95866,95866,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
8/31/18,75560,75560,75560,75560,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
9/30/18,83515,83515,83515,83515,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
10/31/18,100005,100005,100005,100005,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
11/30/18,91870,91870,91870,91870,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
12/31/18,76926,76926,76926,76926,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
1/31/19,88145,88145,88145,88145,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
2/28/19,72071,72071,72071,72071,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
3/31/19,75675,75675,75675,75675,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
4/30/19,92553,92553,92553,92553,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
5/31/19,75034,75034,75034,75034,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
6/30/19,76492,76492,76492,76492,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
7/31/19,102323,102323,102323,102323,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
8/31/19,83479,83479,83479,83479,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
9/30/19,77843,77843,77843,77843,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
10/31/19,101031,101031,101031,101031,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
11/30/19,93781,93781,93781,93781,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
12/31/19,80630,80630,80630,80630,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
1/31/20,85746,85746,85746,85746,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
2/29/20,63730,63730,63730,63730,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
3/31/20,65386,65386,65386,65386,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
4/30/20,,82537.30426,76777.38107,88297.22744,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
5/31/20,,61767.12177,53621.36028,69912.88326,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
6/30/20,,65230.4567,55253.97709,75206.9363,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
7/31/20,,76859.15069,65339.30431,88378.99706,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
8/31/20,,65403.91354,52524.33375,78283.49334,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
9/30/20,,67166.51888,53057.64611,81275.39164,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
10/31/20,,87153.47747,71914.15314,102392.8018,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
11/30/20,,91816.93941,75525.41643,108108.4624,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
12/31/20,,76623.32049,59343.55092,93903.09005,Monthly,Residential,POS,Retail,US,All,Real GDP,Wells Fargo,US Residential Retail POS Units
1/31/17,93566,93566,93566,93566,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
2/28/17,72827,72827,72827,72827,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
3/31/17,72739,72739,72739,72739,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
4/30/17,88084,88084,88084,88084,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
5/31/17,70964,70964,70964,70964,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
6/30/17,71944,71944,71944,71944,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
7/31/17,92300,92300,92300,92300,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
8/31/17,71424,71424,71424,71424,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
9/30/17,75292,75292,75292,75292,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
10/31/17,100735,100735,100735,100735,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
11/30/17,93614,93614,93614,93614,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
12/31/17,85298,85298,85298,85298,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
1/31/18,99909,99909,99909,99909,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
2/28/18,78112,78112,78112,78112,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
3/31/18,76399,76399,76399,76399,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
4/30/18,92052,92052,92052,92052,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
5/31/18,77833,77833,77833,77833,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
6/30/18,73679,73679,73679,73679,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
7/31/18,95866,95866,95866,95866,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
8/31/18,75560,75560,75560,75560,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
9/30/18,83515,83515,83515,83515,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
10/31/18,100005,100005,100005,100005,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
11/30/18,91870,91870,91870,91870,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
12/31/18,76926,76926,76926,76926,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
1/31/19,88145,88145,88145,88145,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
2/28/19,72071,72071,72071,72071,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
3/31/19,75675,75675,75675,75675,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
4/30/19,92553,92553,92553,92553,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
5/31/19,75034,75034,75034,75034,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
6/30/19,76492,76492,76492,76492,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
7/31/19,102323,102323,102323,102323,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
8/31/19,83479,83479,83479,83479,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
9/30/19,77843,77843,77843,77843,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
10/31/19,101031,101031,101031,101031,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
11/30/19,93781,93781,93781,93781,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
12/31/19,80630,80630,80630,80630,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
1/31/20,85746,85746,85746,85746,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
2/29/20,63730,63730,63730,63730,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
3/31/20,65386,65386,65386,65386,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
4/30/20,,90962.73357,85106.51604,96818.95109,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
5/31/20,,67773.87451,59491.93227,76055.81676,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
6/30/20,,71337.74691,61194.48062,81481.0132,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
7/31/20,,83957.56327,72245.12822,95669.99832,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
8/31/20,,70300.66862,57205.76815,83395.5691,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
9/30/20,,72354.73737,58009.99261,86699.48213,Monthly,Residential,POS,Retail,US,All,No,No,US Residential Retail POS Units
